604,1
605,0
606,5
607,1
608,1
609,1
610,2
611,1
612,2
613,1
614,1
615,1
616,1
617,3
618,4
619,2
620,0
621,0
622,1
623,2
624,0
625,2
626,1
627,2
628,0
629,1
630,2
631,1
632,1
633,1
634,3
635,0
636,1
637,1
638,1
639,1
640,1
641,1
642,1
643,3
644,3
645,0
646,2
647,1
648,0
649,2
650,0
651,0
652,2
653,1
654,0
655,1
656,0
657,1
658,1
659,1
660,2
661,1
662,1
663,2
664,1
665,1
666,1
667,3
668,1
669,2
670,0
671,0
672,0
673,1
674,0
675,2
676,1
677,1
678,3
679,1
680,1
681,0
682,1
683,1
684,2
685,2
686,1
687,2
688,2
689,0
690,0
691,1
692,1
693,1
694,1
695,2
696,1
697,0
698,1
699,1
700,1
701,1
702,1
703,0
704,2
705,1
706,0
707,1
708,0
709,1
710,1
711,2
712,1
713,0
714,0
715,1
716,2
717,1
718,1
719,2
720,1
721,0
722,0
723,2
724,0
725,1
726,1
727,1
728,0
729,0
730,1
731,0
732,1
733,1
734,2
735,0
736,0
737,2
738,1
739,5
740,1
741,1
742,2
743,0
744,0
745,1
746,2
747,2
748,0
749,1
750,0
751,1
752,2
753,0
754,1
755,1
756,1
757,1
758,1
759,1
760,0
761,0
762,1
763,0
764,0
765,3
766,0
767,0
768,2
769,1
770,1
771,1
772,2
773,0
774,0
775,1
776,1
777,1
778,0
779,1
780,1
781,1
782,1
783,1
784,1
785,0
786,1
787,2
788,2
789,1
790,0
791,0
792,3
793,2
794,0
795,1
796,1
797,1
798,0
799,1
800,0
801,1
802,2
803,0
804,0
805,0
806,0
807,1
808,2
809,1
810,2
811,1
812,2
813,2
814,0
815,0
816,2
817,0
818,0
819,2
820,0
821,0
822,0
823,1
824,2
825,1
826,0
827,0
828,1
829,2
830,1
831,2
832,0
833,0
834,1
835,0
836,1
837,1
838,3
839,0
840,1
841,1
842,1
843,1
844,0
845,0
846,1
847,2
848,0
849,1
850,1
851,2
852,1
853,1
854,2
855,1
856,0
857,1
858,1
859,0
860,1
861,0
862,4
863,1
864,0
865,1
866,1
867,1
868,1
869,0
870,1
871,1
872,2
873,0
874,3
875,2
876,1
877,1
878,0
879,1
880,0
881,0
882,1
883,1
884,0
885,1
886,1
887,1
888,1
889,1
890,1
891,0
892,2
893,0
894,1
895,0
896,0
897,0
898,1
899,1
900,1
901,0
902,0
903,0
904,1
905,1
906,1
907,1
908,2
909,1
910,0
911,1
912,0
913,1
914,0
915,0
916,0
917,0
918,1
919,0
920,1
921,0
922,1
923,0
924,1
925,1
926,1
927,1
928,1
929,1
930,1
931,1
932,0
933,1
934,1
935,0
936,0
937,1
938,1
939,4
940,1
941,0
942,0
943,1
944,0
945,1
946,1
947,0
948,1
949,2
950,0
951,2
952,1
953,1
954,1
955,2
956,3
957,0
958,1
959,1
960,0
961,1
962,1
963,1
964,1
965,0
966,1
967,1
968,3
969,0
970,0
971,2
972,0
973,2
974,1
975,1
976,1
977,2
978,1
979,1
980,1
981,1
982,2
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,1
993,0
994,0
995,1
996,0
997,1
998,0
999,2
1000,1
